,Out Datetime,In Datetime,Name,Voltage(kV),Duration(minutes),OutageType,Dispatcher Cause,Field Cause,System In Control,MW Intrpt,District,OutageID
878,07/17/1999 21:27,07/17/1999 21:27,Selle: Northern Lights 13.8kV Feeder 1,13.8,0,Auto,Lightning,Lightning,BPA Trouble,Unknown,SPK,116451
879,07/17/1999 21:27,07/17/1999 21:27,Bonners Ferry: Bonners Ferry ID 13.8kV Feeder 1,13.8,0,Auto,Lightning,Lightning,BPA Trouble,Unknown,SPK,116452
880,07/17/1999 21:27,07/17/1999 21:27,Bonners Ferry: Northern Lights 115kV Feeder 1 to Smith Falls,115.0,0,Auto,Lightning,Lightning,BPA Trouble,28,SPK,116453
881,07/17/1999 21:27,07/17/1999 21:27,Bonners Ferry: Northern Lights 13.8kV Feeder 1,13.8,0,Auto,Lightning,Lightning,BPA Trouble,Unknown,SPK,116454
882,07/18/1999 04:40,07/18/1999 04:40,Haskill: Flathead E Coop 24.9kV Feeder 1,24.9,0,Auto,Lightning,Lightning,BPA Trouble,Unknown,KAL,116455
883,07/18/1999 04:40,07/18/1999 04:40,Trumbull Creek: Flathead E Coop 230kV Feeder 1,230.0,0,Auto,Lightning,Lightning,BPA Trouble,Unknown,KAL,116456
884,07/19/1999 07:22,07/21/1999 14:59,Intalco: Alcoa 13.8kV Feeder 3,13.8,3337,Plan,Maintenance,,BPA Request,Unknown,SNO,116470
885,07/19/1999 08:18,07/20/1999 10:27,Harvey: Golden NW Alum 13.8kV Feeder 3,13.8,1569,Plan,Maintenance,,BPA Request,None,TDA,116471
886,07/19/1999 08:22,08/03/1999 08:37,Bandon: Bandon OR 12.5kV Feeder 1,12.5,21615,Plan,Foreign Request,,Customer Request,None,EUG,116472
887,07/19/1999 11:43,07/29/1999 14:58,Necanicum: West Oregon Elec 12.5kV Feeder 1 by PacifiCorp (PACW),12.5,14595,Plan,Maintenance,,BPA Request,None,SAL,116473
888,07/19/1999 16:16,07/19/1999 16:16,Targhee: Fall River E Coop 46kV Feeder N,46.0,0,Auto,Foreign Trouble,Foreign Utility,Customer Trouble,8,IDF,116474
889,07/20/1999 10:35,08/19/1999 08:47,Harvey: Golden NW Alum 13.8kV Feeder 1,13.8,43092,Plan,Maintenance,,BPA Request,None,TDA,116486
890,07/20/1999 11:05,07/20/1999 16:06,Hauser CLP: Central Linc PUD 115kV Feeder 1,115.0,301,Plan,Maintenance,,BPA Request,Unknown,EUG,116487
891,07/20/1999 15:55,07/20/1999 15:56,Thurston: Sprngfld Util Brd 12.5kV Feeder 1 by EWEB (Eugene OR),12.5,1,Auto,Lightning,,BPA Trouble,Unknown,EUG,116488
892,07/20/1999 15:55,07/20/1999 18:06,Blue River: Lane Elec Coop 12.5kV Feeder 1,12.5,131,Auto,Foreign Trouble,Foreign Trouble,Other Customer Trouble,Unknown,EUG,116489
893,07/20/1999 15:55,07/20/1999 18:06,Carmen PH: EWEB (Eugene OR) 115kV Feeder 1,115.0,131,Auto,Foreign Trouble,Foreign Trouble,Customer Trouble,Unknown,EUG,116490
894,07/20/1999 17:09,07/20/1999 17:09,Redmond: PacifiCorp (PACW) 115kV Feeder 1,115.0,0,Auto,Foreign Trouble,Foreign Trouble,Customer Trouble,23,RED,116491
895,07/20/1999 18:35,07/20/1999 18:35,Fishers Road: Clark Public Util 115kV Feeder 1,115.0,0,Auto,Lightning,Lightning,BPA Trouble,Unknown,LGV,116492
896,07/20/1999 18:35,07/20/1999 18:35,Fishers Road: Clark Public Util 12.5kV Feeder 1,12.5,0,Auto,Lightning,Lightning,BPA Trouble,Unknown,LGV,116493
897,07/20/1999 18:35,07/20/1999 18:35,Fishers Road: Clark Public Util 12.5kV Feeder 2,12.5,0,Auto,Lightning,Lightning,BPA Trouble,Unknown,LGV,116494
898,07/20/1999 18:41,07/20/1999 18:41,Fishers Road: Clark Public Util 115kV Feeder 1,115.0,0,Auto,Lightning,Lightning,BPA Trouble,Unknown,LGV,116495
899,07/20/1999 18:41,07/20/1999 18:41,Fishers Road: Clark Public Util 12.5kV Feeder 1,12.5,0,Auto,Lightning,Lightning,BPA Trouble,Unknown,LGV,116496
900,07/20/1999 18:41,07/20/1999 18:41,Fishers Road: Clark Public Util 12.5kV Feeder 2,12.5,0,Auto,Lightning,Lightning,BPA Trouble,Unknown,LGV,116497
901,07/20/1999 18:41,07/20/1999 18:41,Sifton: Clark Public Util 115kV Feeder 1,115.0,0,Auto,Foreign Trouble,Foreign Trouble,Customer Trouble,68,LGV,116498
902,07/20/1999 18:57,07/20/1999 18:57,Parkdale: Hood River Elec 12.5kV Feeder 1,12.5,0,Auto,Lightning,Lightning,BPA Trouble,2,TDA,116499
903,07/20/1999 19:26,07/20/1999 19:26,North Bonneville: Skamania Co PUD 12.5kV Feeder 1,12.5,0,Auto,Lightning,Lightning,BPA Trouble,Unknown,LGV,116500
904,07/20/1999 19:26,07/20/1999 19:26,Stevenson: Skamania Co PUD 12.5kV Feeder 1,12.5,0,Auto,Lightning,Lightning,BPA Trouble,Unknown,LGV,116501
905,07/20/1999 19:26,07/20/1999 19:26,Carson: Skamania Co PUD 12.5kV Feeder 1,12.5,0,Auto,Lightning,Lightning,BPA Trouble,Unknown,LGV,116502
906,07/20/1999 19:26,07/20/1999 19:26,Underwood: Skamania Co PUD 12.5kV Feeder 1,12.5,0,Auto,Lightning,Lightning,BPA Trouble,Unknown,LGV,116503
907,07/20/1999 19:33,07/20/1999 19:33,Sifton: Clark Public Util 115kV Feeder 5,115.0,0,Auto,Foreign Trouble,Foreign Trouble,Customer Trouble,10,LGV,116504
908,07/20/1999 19:34,07/20/1999 19:34,Sifton: Clark Public Util 115kV Feeder 5,115.0,0,Auto,Foreign Trouble,Foreign Trouble,Customer Trouble,10,LGV,116505
909,07/20/1999 19:42,07/20/1999 19:42,Sifton: Clark Public Util 115kV Feeder 5,115.0,0,Auto,Foreign Trouble,Foreign Trouble,Customer Trouble,10,LGV,116506
910,07/20/1999 20:19,07/20/1999 20:19,Alfalfa: Benton REA 34.5kV Feeder 1,34.5,0,Auto,Lightning,Lightning,BPA Trouble,Unknown,TRI,116507
911,07/20/1999 20:19,07/20/1999 20:19,Alfalfa: Benton REA 34.5kV Feeder 2,34.5,0,Auto,Lightning,Lightning,BPA Trouble,Unknown,TRI,116508
912,07/20/1999 20:19,07/20/1999 20:19,Alfalfa: USBIA Wapato 34.5kV Feeder 1,34.5,0,Auto,Lightning,Lightning,BPA Trouble,Unknown,TRI,116509
913,07/20/1999 20:19,07/20/1999 20:19,Alfalfa: USBIA Wapato 34.5kV Feeder 2,34.5,0,Auto,Lightning,Lightning,BPA Trouble,Unknown,TRI,116510
914,07/20/1999 20:19,07/20/1999 20:19,Outlook: PacifiCorp (PACW) 230kV Feeder 1,230.0,0,Auto,Lightning,Lightning,BPA Trouble,44,TRI,116511
915,07/20/1999 21:15,07/21/1999 02:04,Minidoka: Minidoka ID 2.4kV Feeder 1 by Idaho Power Co,2.4,289,Auto,Foreign Trouble,Foreign Trouble,Transferor Trouble,Unknown,IDF,116512
916,07/21/1999 07:32,07/21/1999 17:26,Hauser CLP: Central Linc PUD 115kV Feeder 1,115.0,594,Plan,Maintenance,,BPA Request,None,EUG,116540
917,07/22/1999 07:44,07/22/1999 15:02,Hauser CLP: Central Linc PUD 115kV Feeder 1,115.0,438,Plan,Forced,,BPA Request,None,EUG,116553
918,07/22/1999 10:15,07/22/1999 10:15,East Hills: South Side Elec 12.5kV Feeder 1,12.5,0,Auto,Foreign Trouble,Foreign Trouble,Customer Trouble,Unknown,IDF,116632
919,07/22/1999 12:09,07/22/1999 17:53,Sno-King: Snohomish Co PUD 115kV Feeder 5,115.0,344,Plan,Foreign Request,,Customer Request,Unknown,SNO,116554
920,07/23/1999 00:42,07/23/1999 00:42,Hampton: Central Elec Coop 24.9kV Feeder 1,24.9,0,Auto,Unknown,Unknown,BPA Trouble,1,RED,116555
921,07/23/1999 00:42,07/23/1999 00:42,Riley: Harney Elec Coop 115kV Feeder 1,115.0,0,Auto,Unknown,Unknown,BPA Trouble,1,RED,116556
922,07/24/1999 19:56,07/24/1999 19:56,Addy: Alcoa 23kV Feeder 1,23.0,0,Auto,Lightning,Lightning,BPA Trouble,16,SPK,116586
923,07/24/1999 19:56,07/24/1999 19:56,Addy: Alcoa 23kV Feeder 2,23.0,0,Auto,Lightning,Lightning,BPA Trouble,16,SPK,116587
924,07/24/1999 19:57,07/24/1999 19:57,Box Canyon PH: Pend Oreille PUD 115kV Feeder 1,115.0,0,Auto,Lightning,Lightning,BPA Trouble,Unknown,SPK,116588
925,07/24/1999 19:57,07/24/1999 19:57,Metaline Falls: Pend Oreille PUD 115kV Feeder 1,115.0,0,Auto,Lightning,,BPA Trouble,Unknown,SPK,116589
926,07/24/1999 19:57,07/24/1999 19:57,Spirit: Avista Corp 115kV Feeder 1,115.0,0,Auto,Lightning,,BPA Trouble,Unknown,SPK,116590
927,07/26/1999 00:00,07/26/1999 00:00,Brincken's Corner: Clearwater P Co 69kV Feeder 1 by Avista Corp,69.0,0,Auto,Foreign Trouble,Foreign Trouble,Customer Trouble,Unknown,SPK,117184
928,07/26/1999 06:50,07/28/1999 11:48,Jim Creek: US Navy 115kV Feeder A by Snohomish Co PUD,115.0,3178,Plan,Foreign Request,,Customer Request,None,SNO,116613
929,07/26/1999 06:50,07/28/1999 11:46,Jim Creek: US Navy 115kV Feeder B by Snohomish Co PUD,115.0,3176,Plan,Foreign Request,,Customer Request,None,SNO,116614
930,07/26/1999 07:00,07/26/1999 07:00,Brincken's Corner: Clearwater P Co 69kV Feeder 1 by Avista Corp,69.0,0,Auto,Foreign Trouble,Foreign Trouble,Customer Trouble,Unknown,SPK,117183
931,07/26/1999 19:14,07/26/1999 19:14,Madison: Fall River E Coop 46kV Feeder 1,46.0,0,Auto,Unknown,Unknown,Unknown Trouble,6,IDF,116615
932,07/27/1999 07:48,07/27/1999 09:55,Lane: EWEB (Eugene OR) 115kV Feeder 1,115.0,127,Plan,Foreign Request,,Customer Request,None,EUG,116634
933,07/27/1999 08:11,07/27/1999 12:05,Gold Beach: Coos-Curry Coop 115kV Feeder 2,115.0,234,Plan,Foreign Request,,Customer Request,None,EUG,116635
934,07/27/1999 10:22,07/27/1999 10:36,Troutdale: Alcoa 13.8kV Feeder 3,13.8,14,Auto,Terminal Equipment Failure,Terminal Equipment Failure,BPA Trouble,48,LGV,116636
935,07/27/1999 13:26,07/27/1999 13:26,Chehalis: Lewis Co PUD 69kV Feeder 1,69.0,0,Auto,Foreign Trouble,Foreign Trouble,Customer Trouble,Unknown,OLY,116637
936,07/27/1999 15:21,07/27/1999 15:46,Minidoka: Minidoka ID 2.4kV Feeder 1 by Idaho Power Co,2.4,25,Auto,Foreign Trouble,Foreign Trouble,Transferor Trouble,Unknown,IDF,116638
937,07/27/1999 16:33,07/27/1999 17:08,Priest River AVA: Avista Corp 115kV Feeder 1,115.0,35,Auto,Tree,Tree,BPA Trouble,Unknown,SPK,116639
938,07/27/1999 16:33,07/27/1999 17:08,Priest River: Northern Lights 34.5kV Feeder 1,34.5,35,Auto,Tree,Tree,BPA Trouble,Unknown,SPK,116640
939,07/27/1999 16:33,07/27/1999 17:08,Laclede: Northern Lights 13.8kV Feeder 1,13.8,35,Auto,Tree,Tree,BPA Trouble,Unknown,SPK,116641
940,07/27/1999 16:33,07/27/1999 17:08,Sandpoint: Northern Lights 13.8kV Feeder 1,13.8,35,Auto,Tree,Tree,BPA Trouble,Unknown,SPK,116642
941,07/28/1999 08:04,07/28/1999 11:49,Jim Creek: US Navy 115kV Feeder C by Snohomish Co PUD,115.0,225,Plan,Foreign Request,,Customer Request,None,SNO,116658
942,07/28/1999 08:14,07/28/1999 13:46,Redmond: PacifiCorp (PACW) 69kV Feeder 1,69.0,332,Plan,Maintenance,,BPA Request,None,RED,116659
943,07/28/1999 08:58,07/28/1999 08:58,Hampton: Central Elec Coop 24.9kV Feeder 1,24.9,0,Auto,Unknown,Unknown,Unknown Trouble,Unknown,RED,116660
944,07/28/1999 08:58,07/28/1999 08:58,Riley: Harney Elec Coop 115kV Feeder 1,115.0,0,Auto,Unknown,Unknown,Unknown Trouble,Unknown,RED,116661
945,07/28/1999 09:28,07/28/1999 16:00,Port Angeles: Clallam Co PUD 69kV Feeder 1 to Eastern,69.0,392,Plan,Foreign Request,,Customer Request,None,OLY,116662
946,07/29/1999 18:29,07/29/1999 18:29,Targhee: Fall River E Coop 115kV Feeder 1,115.0,0,Auto,Lightning,,BPA Trouble,4,IDF,116673
947,07/29/1999 18:29,07/29/1999 18:29,Targhee: Fall River E Coop 46kV Feeder N,46.0,0,Auto,Lightning,Lightning,BPA Trouble,7,IDF,116674
948,07/29/1999 18:29,07/29/1999 18:29,Victor FREC: Fall River E Coop 115kV Feeder 1,115.0,0,Auto,Lightning,Lightning,BPA Trouble,1,IDF,116675
949,08/01/1999 07:14,08/01/1999 16:24,Bangor: US Navy 115kV Feeder 1,115.0,550,Plan,Maintenance,,BPA Request,None,OLY,116710
950,08/01/1999 14:45,08/01/1999 15:41,Outlook: PacifiCorp (PACW) 230kV Feeder 1,230.0,56,Plan,Emergency,,BPA Request,None,TRI,116711
951,08/01/1999 14:47,08/01/1999 15:41,Alfalfa: USBIA Wapato 34.5kV Feeder 1,34.5,54,Plan,Emergency,,BPA Request,Unknown,TRI,116712
952,08/01/1999 14:47,08/01/1999 15:41,Alfalfa: USBIA Wapato 34.5kV Feeder 2,34.5,54,Plan,Emergency,,BPA Request,Unknown,TRI,116713
953,08/01/1999 14:47,08/01/1999 15:41,Alfalfa: Benton REA 34.5kV Feeder 1,34.5,54,Plan,Emergency,,BPA Request,Unknown,TRI,116714
954,08/01/1999 14:47,08/01/1999 15:41,Alfalfa: Benton REA 34.5kV Feeder 2,34.5,54,Plan,Emergency,,BPA Request,Unknown,TRI,116715
955,08/01/1999 18:34,08/01/1999 18:34,Ovando: Missoula E Coop 69kV Feeder 1 by NorthWestern Ener,69.0,0,Auto,Foreign Trouble,Foreign Trouble,Customer Trouble,Unknown,KAL,116716
956,08/02/1999 11:47,08/05/1999 11:55,Snohomish: Snohomish Co PUD 115kV Feeder 1,115.0,4328,Plan,Foreign Request,,Customer Request,None,SNO,116728
957,08/03/1999 05:46,08/06/1999 14:14,Harvalum: Golden NW Alum 23kV Feeder A,23.0,4828,Auto,Foreign Trouble,Foreign Trouble,Customer Trouble,None,TDA,116742
958,08/03/1999 07:41,08/03/1999 07:41,Bayshore: Mason Co PUD  3 12.5kV Feeder 1,12.5,0,Auto,Lightning,Lightning,BPA Trouble,6,OLY,116743
959,08/03/1999 07:41,08/03/1999 07:41,Belfair: Mason Co PUD  3 115kV Feeder 1,115.0,0,Auto,Lightning,Lightning,BPA Trouble,6,OLY,116744
960,08/03/1999 07:41,08/03/1999 07:41,Belfair: Mason Co PUD  3 12.5kV Feeder 1,12.5,0,Auto,Lightning,Lightning,BPA Trouble,3,OLY,116745
961,08/03/1999 07:41,08/03/1999 07:41,Benson: Mason Co PUD  3 115kV Feeder 1,115.0,0,Auto,Lightning,Lightning,BPA Trouble,Unknown,OLY,116746
962,08/03/1999 07:59,08/03/1999 12:04,McMinnville: McMinnville W&L 115kV Feeder 1,115.0,245,Plan,Foreign Request,,Customer Request,None,SAL,116747
963,08/03/1999 08:45,08/03/1999 11:31,Bandon: Bandon OR 12.5kV Feeder 1,12.5,166,Plan,Foreign Request,,Customer Request,None,EUG,116971
964,08/03/1999 11:48,08/03/1999 13:24,Conkelley: Col Falls Alum Co 13.8kV Feeder 4,13.8,96,Plan,Foreign Request,,Customer Request,None,KAL,116749
965,08/03/1999 14:24,08/03/1999 14:24,Centralia Switching Station: PacifiCorp (PACW) 230kV Feeder 1,230.0,0,Auto,Lightning,Lightning,BPA Trouble,10,OLY,116750
966,08/03/1999 16:49,08/04/1999 06:57,Drain: Douglas Elec Coop 69kV Feeder 1 to Oakland,69.0,848,Plan,Normally Out,,Customer Request,None,EUG,116812
967,08/03/1999 17:20,08/03/1999 17:20,Targhee: Fall River E Coop 46kV Feeder N,46.0,0,Auto,Foreign Trouble,Foreign Trouble,Customer Trouble,7,IDF,116751
968,08/03/1999 19:28,08/03/1999 19:28,Hampton: Central Elec Coop 24.9kV Feeder 1,24.9,0,Auto,Lightning,Lightning,BPA Trouble,Unknown,RED,116752
969,08/03/1999 19:28,08/03/1999 19:28,Riley: Harney Elec Coop 115kV Feeder 1,115.0,0,Auto,Lightning,Lightning,BPA Trouble,Unknown,RED,116753
970,08/03/1999 19:36,08/03/1999 19:38,Dixon: Mission Vly Power 69kV Feeder 1,69.0,2,Auto,Lightning,Lightning,BPA Trouble,10,KAL,116754
971,08/03/1999 19:41,08/03/1999 19:41,Dixon: Mission Vly Power 69kV Feeder 1,69.0,0,Auto,Lightning,Lightning,BPA Trouble,10,KAL,116755
972,08/03/1999 20:22,08/03/1999 20:22,Dixon: Mission Vly Power 69kV Feeder 1,69.0,0,Auto,Lightning,Lightning,BPA Trouble,10,KAL,116756
973,08/03/1999 21:14,08/03/1999 23:17,Snohomish: Snohomish Co PUD 115kV Feeder 2,115.0,123,Auto,Foreign Trouble,Foreign Trouble,Customer Trouble,42,SNO,116757
974,08/03/1999 21:14,08/03/1999 22:52,Snohomish: Snohomish Co PUD 115kV Feeder 9,115.0,98,Auto,Terminal Equipment Failure,Terminal Equipment Failure,BPA Trouble,68,SNO,116758
975,08/03/1999 21:14,08/03/1999 22:48,Snohomish: Snohomish Co PUD 115kV Feeder 3,115.0,94,Auto,Terminal Equipment Failure,Terminal Equipment Failure,BPA Trouble,36,SNO,116759
976,08/03/1999 21:14,08/03/1999 22:52,Snohomish: Snohomish Co PUD 115kV Feeder 7,115.0,98,Auto,Terminal Equipment Failure,Terminal Equipment Failure,BPA Trouble,12,SNO,116760
977,08/03/1999 21:14,08/03/1999 21:14,Snohomish: Snohomish Co PUD 115kV Feeder 6,115.0,0,Auto,Foreign Trouble,Foreign Trouble,Customer Trouble,15,SNO,116761
978,08/03/1999 21:31,08/03/1999 21:31,Murray: Snohomish Co PUD 115kV Feeder 3,115.0,0,Auto,Foreign Trouble,Foreign Trouble,Customer Trouble,Unknown,SNO,116813
979,08/03/1999 21:42,08/03/1999 21:47,Murray: Snohomish Co PUD 115kV Feeder 2,115.0,5,Auto,Foreign Trouble,Foreign Trouble,Customer Trouble,Unknown,SNO,116814
980,08/03/1999 22:47,08/03/1999 22:47,Lagoon: Milton-Freewater 69kV Feeder 1,69.0,0,Auto,Lightning,,BPA Trouble,Unknown,TRI,116762
981,08/03/1999 22:47,08/03/1999 22:47,Stateline: Columbia REA 69kV Feeder 1,69.0,0,Auto,Lightning,Lightning,BPA Trouble,Unknown,TRI,116763
982,08/03/1999 22:47,08/03/1999 22:47,Vansycle Ridge Wind Generating Plant: ESI Vansycle Part 69kV Feeder 1,69.0,0,Auto,Lightning,,BPA Trouble,Unknown,TRI,116764
983,08/03/1999 22:47,08/03/1999 22:47,Weston Mountain: Umatilla E Coop 69kV Feeder 1,69.0,0,Auto,Lightning,,BPA Trouble,Unknown,TRI,116765
984,08/03/1999 23:02,08/03/1999 23:02,Lagoon: Milton-Freewater 69kV Feeder 1,69.0,0,Auto,Lightning,,BPA Trouble,Unknown,TRI,116766
985,08/03/1999 23:02,08/03/1999 23:02,Stateline: Columbia REA 69kV Feeder 1,69.0,0,Auto,Lightning,Lightning,BPA Trouble,Unknown,TRI,116767
986,08/03/1999 23:02,08/03/1999 23:02,Vansycle Ridge Wind Generating Plant: ESI Vansycle Part 69kV Feeder 1,69.0,0,Auto,Lightning,,BPA Trouble,Unknown,TRI,116768
987,08/03/1999 23:02,08/03/1999 23:02,Weston Mountain: Umatilla E Coop 69kV Feeder 1,69.0,0,Auto,Lightning,,BPA Trouble,Unknown,TRI,116769
988,08/03/1999 23:11,08/03/1999 23:11,Mission: Umatilla E Coop 69kV Feeder 1,69.0,0,Auto,Lightning,Lightning,BPA Trouble,Unknown,TRI,117119
989,08/03/1999 23:11,08/03/1999 23:11,Pendleton: PacifiCorp (PACW) 69kV Feeder 1,69.0,0,Auto,Lightning,Lightning,BPA Trouble,Unknown,TRI,117120
990,08/03/1999 23:11,08/03/1999 23:11,Pendleton: Umatilla E Coop 12.5kV Feeder 1,12.5,0,Auto,Lightning,Lightning,BPA Trouble,Unknown,TRI,117121
991,08/03/1999 23:44,08/03/1999 23:44,Roundup: PacifiCorp (PACW) 69kV Feeder 1 to Coyote Creek,69.0,0,Auto,Foreign Trouble,Foreign Trouble,Customer Trouble,17,TRI,116770
992,08/04/1999 07:56,08/06/1999 14:26,Sumner: Coos-Curry Coop 115kV Feeder 1,115.0,3270,Plan,Fiber Optic Work,,BPA Request,None,EUG,116972
993,08/04/1999 09:00,08/06/1999 14:28,Happy Valley: Clallam Co PUD 69kV Feeder 1,69.0,3208,Plan,Maintenance,,BPA Request,None,OLY,116815
994,08/04/1999 09:35,08/04/1999 09:35,Pendleton: PacifiCorp (PACW) 69kV Feeder 1,69.0,0,Auto,Lightning,Lightning,BPA Trouble,Unknown,TRI,117122
995,08/04/1999 09:35,08/04/1999 09:35,Pendleton: Umatilla E Coop 12.5kV Feeder 1,12.5,0,Auto,Lightning,Lightning,BPA Trouble,Unknown,TRI,117123
996,08/04/1999 09:35,08/04/1999 09:35,Mission: Umatilla E Coop 69kV Feeder 1,69.0,0,Auto,Lightning,Lightning,BPA Trouble,Unknown,TRI,117124
997,08/04/1999 10:16,08/04/1999 16:18,Conkelley: Col Falls Alum Co 13.8kV Feeder 4,13.8,362,Plan,Foreign Request,,Customer Request,None,KAL,116816
998,08/04/1999 13:25,08/04/1999 13:44,Mountain Avenue: City of Ashland 12.5kV Feeder 1 by PacifiCorp (PACW),12.5,19,Auto,Foreign Trouble,Foreign Trouble,Transferor Trouble,Unknown,EUG,116817
999,08/04/1999 16:15,08/04/1999 16:15,Hampton: Central Elec Coop 24.9kV Feeder 1,24.9,0,Auto,Lightning,Lightning,BPA Trouble,1,RED,116818
1000,08/04/1999 16:15,08/04/1999 16:15,Riley: Harney Elec Coop 115kV Feeder 1,115.0,0,Auto,Lightning,Lightning,BPA Trouble,1,RED,116819
1001,08/04/1999 16:56,08/04/1999 16:56,Hampton: Central Elec Coop 24.9kV Feeder 1,24.9,0,Auto,Lightning,Lightning,BPA Trouble,1,RED,116820
1002,08/04/1999 16:56,08/04/1999 16:56,Riley: Harney Elec Coop 115kV Feeder 1,115.0,0,Auto,Lightning,Lightning,BPA Trouble,1,RED,116821
1003,08/04/1999 17:12,08/05/1999 06:57,Drain: Douglas Elec Coop 69kV Feeder 1 to Oakland,69.0,825,Plan,Normally Out,,BPA Request,None,EUG,116822
1004,08/04/1999 17:37,08/04/1999 17:43,Anaconda: NorthWestern Ener 115kV Feeder 2,115.0,6,Auto,Lightning,Lightning,BPA Trouble,None,KAL,116823
1005,08/04/1999 17:41,08/04/1999 17:41,Redmond: Central Elec Coop 115kV Feeder 1,115.0,0,Auto,Foreign Trouble,,Customer Trouble,18,RED,116824
1006,08/04/1999 17:58,08/04/1999 17:58,Redmond: Central Elec Coop 69kV Feeder 2,69.0,0,Auto,Foreign Trouble,Foreign Trouble,Customer Trouble,12,RED,116825
1007,08/04/1999 17:58,08/04/1999 17:58,Dalreed: PacifiCorp (PACW) 230kV Feeder 1,230.0,0,Auto,Lightning,,BPA Trouble,2,TRI,116826
1008,08/04/1999 17:58,08/04/1999 17:58,Tumble Creek: Consumers Power 24.9kV Feeder 1,24.9,0,Auto,Lightning,Lightning,BPA Trouble,Unknown,SAL,116827
1009,08/04/1999 18:39,08/04/1999 18:39,Dalreed: PacifiCorp (PACW) 230kV Feeder 1,230.0,0,Auto,Lightning,,BPA Trouble,2,TRI,116828
1010,08/04/1999 18:39,08/04/1999 18:39,Tumble Creek: Consumers Power 24.9kV Feeder 1,24.9,0,Auto,Lightning,Lightning,BPA Trouble,2,SAL,116829
1011,08/04/1999 18:50,08/04/1999 18:50,Dalreed: PacifiCorp (PACW) 230kV Feeder 1,230.0,0,Auto,Lightning,,BPA Trouble,2,TRI,116830
1012,08/04/1999 18:50,08/04/1999 18:50,Tumble Creek: Consumers Power 24.9kV Feeder 1,24.9,0,Auto,Lightning,Lightning,BPA Trouble,2,SAL,116831
1013,08/04/1999 19:02,08/04/1999 19:02,Dalreed: PacifiCorp (PACW) 230kV Feeder 1,230.0,0,Auto,Lightning,,BPA Trouble,2,TRI,116832
1014,08/04/1999 20:32,08/04/1999 20:32,Alfalfa: Benton REA 34.5kV Feeder 1,34.5,0,Auto,Lightning,Lightning,BPA Trouble,Unknown,TRI,116833
1015,08/04/1999 20:32,08/04/1999 20:32,Alfalfa: Benton REA 34.5kV Feeder 2,34.5,0,Auto,Lightning,Lightning,BPA Trouble,Unknown,TRI,116834
1016,08/04/1999 20:32,08/04/1999 20:32,Alfalfa: USBIA Wapato 34.5kV Feeder 1,34.5,0,Auto,Lightning,Lightning,BPA Trouble,Unknown,TRI,116835
1017,08/04/1999 20:32,08/04/1999 20:32,Alfalfa: USBIA Wapato 34.5kV Feeder 2,34.5,0,Auto,Lightning,Lightning,BPA Trouble,Unknown,TRI,116836
1018,08/04/1999 20:32,08/04/1999 20:32,Outlook: PacifiCorp (PACW) 230kV Feeder 1,230.0,0,Auto,Lightning,Lightning,BPA Trouble,Unknown,TRI,116837
1019,08/04/1999 23:14,08/04/1999 23:14,Horse Heaven: Benton Co PUD 115kV Feeder 1,115.0,0,Auto,Lightning,Forced (Configuration),BPA Trouble,123,TRI,116838
1020,08/04/1999 23:51,08/04/1999 23:51,Port Angeles: Clallam Co PUD 69kV Feeder 1 to Eastern,69.0,0,Auto,Lightning,Lightning,BPA Trouble,19,OLY,116839
1021,08/04/1999 23:59,08/04/1999 23:59,Potlatch: Mason Co PUD  1 34.5kV Feeder 1,34.5,0,Auto,Lightning,Lightning,BPA Trouble,Unknown,OLY,116840
1022,08/04/1999 23:59,08/04/1999 23:59,Duckabush: Mason Co PUD  1 12.5kV Feeder 1,12.5,0,Auto,Lightning,Lightning,BPA Trouble,Unknown,OLY,116841
1023,08/04/1999 23:59,08/04/1999 23:59,Potlatch: Mason Co PUD  3 12.5kV Feeder 1,12.5,0,Auto,Lightning,Lightning,BPA Trouble,Unknown,OLY,116842
1024,08/04/1999 23:59,08/04/1999 23:59,Quilcene: Puget Sound Energ 115kV Feeder 1,115.0,0,Auto,Lightning,Lightning,BPA Trouble,Unknown,OLY,116843
1025,08/05/1999 00:03,08/05/1999 00:03,Port Angeles: Clallam Co PUD 69kV Feeder 1 to Eastern,69.0,0,Auto,Lightning,Lightning,BPA Trouble,18,OLY,116844
1026,08/05/1999 01:27,08/05/1999 01:27,Lopez Island: Orcas P+L 69kV Feeder 4 by Puget Sound Energ,69.0,0,Auto,Foreign Trouble,Foreign Utility,Customer Trouble,7,SNO,116845
1027,08/05/1999 06:57,08/05/1999 15:53,Green Valley: Douglas Elec Coop 69kV Feeder 1,69.0,536,Plan,Maintenance,,BPA Request,None,EUG,116895
1028,08/05/1999 07:00,08/05/1999 07:00,Addy: Alcoa 23kV Feeder 1,23.0,0,Auto,Forced (Configuration),Unknown,BPA Trouble,14,SPK,116896
1029,08/05/1999 07:00,08/05/1999 07:00,Addy: Alcoa 23kV Feeder 2,23.0,0,Auto,Forced (Configuration),Unknown,BPA Trouble,14,SPK,116897
1030,08/05/1999 07:34,08/06/1999 09:17,Conkelley: Col Falls Alum Co 13.8kV Feeder 4,13.8,1543,Plan,Foreign Request,,Customer Request,None,KAL,116898
1031,08/05/1999 15:03,08/05/1999 15:03,Alfalfa: Benton REA 34.5kV Feeder 1,34.5,0,Auto,Lightning,Lightning,BPA Trouble,Unknown,TRI,116899
